format,component,distribution,strategy,lanes,case_count,geomean_speedup_vs_fp64,mean_rank_within_format,wins,median_cv_percent
e0m1,gemv,uniform_0_1,full_high_shared_x1,1,5,0.9181401463622628,27.4,0,0.23533864358243312
e0m1,gemv,uniform_0_1,fp32_bits_x4,4,5,0.8852969497965524,30.0,0,0.1355881024528594
e0m1,gemv,uniform_0_1,full_high_warp_x2,2,5,0.8424726376932076,31.2,0,0.18902038127374635
e0m1,gemv,uniform_0_1,word_masked_x1,1,5,0.8260542946930468,28.0,0,0.19570412515347232
e0m1,gemv,uniform_0_1,word_branchy_x1,1,5,0.825963633327661,27.8,0,0.20987726124330397
e0m1,gemv,uniform_0_1,fp32_bits_x8,8,5,0.8113427386162394,32.6,0,0.15730114320160113
e0m1,gemv,uniform_0_1,fixed_integer_x1,1,5,0.7982339976793258,29.6,0,0.20067839645781868
e0m1,gemv,uniform_0_1,fp32_bits_x2,2,5,0.7396805932145878,33.6,0,0.17361454249866987
e0m1,gemv,uniform_0_1,full_high_warp_x1,1,5,0.6988055924041939,36.0,0,0.1313523767022618
e0m1,gemv,uniform_0_1,generic_x4,4,5,0.679131341534167,38.0,0,0.09084810414384384
e0m1,gemv,uniform_0_1,generic_x8,8,5,0.6407125609607112,38.6,0,0.13090179215965833
e0m1,gemv,uniform_0_1,fp32_bits_x1,1,5,0.6371985563707576,36.4,0,0.14290821089222291
e0m1,gemv,uniform_0_1,generic_x2,2,5,0.6106002290485564,39.4,0,0.15160439852170113
e0m1,gemv,uniform_0_1,generic_x1,1,5,0.5728512195487634,39.8,0,0.11624130825390412
e0m15,dot,normal_0_1,fixed_integer_x8,8,5,1.5610983263951765,5.2,3,0.09720700289924601
e0m15,dot,normal_0_1,fixed_integer_x4,4,5,1.533022886732556,2.0,1,0.07625464520193316
e0m15,dot,normal_0_1,fixed_integer_x2,2,5,1.3862110701340498,3.4,1,0.03534269373629494
e0m15,dot,normal_0_1,fp32_bits_x4,4,5,1.265159728963829,8.6,0,0.12233675640405163
e0m15,dot,normal_0_1,fixed_integer_x1,1,5,1.224654614294762,6.0,0,0.03422031863656882
e0m15,dot,normal_0_1,fp32_bits_x8,8,5,1.1906960220958795,11.0,0,0.0700237663548185
e0m15,dot,normal_0_1,fp32_bits_x2,2,5,1.1414617069308226,9.6,0,0.08557473615146713
e0m15,dot,normal_0_1,word_branchy_x4,4,5,1.1017635572535964,10.8,0,0.12239286260249788
e0m15,dot,normal_0_1,word_masked_x4,4,5,1.101668989243133,10.8,0,0.10546901114363473
e0m15,dot,normal_0_1,word_masked_x8,8,5,1.0902173835996443,12.4,0,0.05462197388293801
e0m15,dot,normal_0_1,word_branchy_x8,8,5,1.0900522645438713,12.2,0,0.02732352294915477
e0m15,dot,normal_0_1,generic_x4,4,5,1.0847521629991799,13.2,0,0.12202762291097495
e0m15,dot,normal_0_1,generic_x8,8,5,1.0633835883032556,13.8,0,0.07681103765644885
e0m15,dot,normal_0_1,word_branchy_x2,2,5,1.0402501689264279,10.4,0,0.095561213040066
e0m15,dot,normal_0_1,word_masked_x2,2,5,1.0401807949889288,10.6,0,0.07441571662334316
e0m15,dot,normal_0_1,generic_x2,2,5,1.0137734162979812,14.4,0,0.08259991026344234
e0m15,dot,normal_0_1,word_branchy_x1,1,5,0.980105797700645,13.4,0,0.05487043116600669
e0m15,dot,normal_0_1,word_masked_x1,1,5,0.9799772524733739,13.6,0,0.06249111242049827
e0m15,dot,normal_0_1,fp32_bits_x1,1,5,0.9728390470802231,15.0,0,0.07138469726371607
e0m15,dot,normal_0_1,generic_x1,1,5,0.92951244512461,16.8,0,0.08152305096753773
