gpu,compute_capability,distribution,kernel,storage,storage_bits,arithmetic,family,lanes,m,n,round,sample,batch_iterations,time_ms,useful_flops,logical_storage_bytes,modeled_load_instructions,result_checksum,max_abs_error,relative_l2_error,useful_gflop_per_s,effective_gb_per_s
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp64_e11m52,64,fp64,vector_packet,2,1,4096,1,4,2122,0.0053206860850601124,8192,65536,4096,1019.6924867658463,0,0,1.5396510654898836,12.317208523919069
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp64_e11m52,64,fp64,scalar_unrolled,2,1,4096,2,0,2012,0.0053209064021025217,8192,65536,8192,1019.6924867658463,0,0,1.5395873148159462,12.31669851852757
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp64_e11m52,64,fp64,vector_packet,8,1,4096,2,0,1995,0.0058843909050886496,8192,65536,4096,1019.6924867658463,0,0,1.3921576815904255,11.137261452723404
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp64_e11m52,64,fp64,scalar_unrolled,4,1,4096,2,0,2039,0.0054978323427118938,8192,65536,8192,1019.6924867658462,1.1368683772161603e-13,1.1149129683420147e-16,1.4900417999940616,11.920334399952493
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp64_e11m52,64,fp64,scalar_unrolled,8,1,4096,2,0,1718,0.0065184444431931089,8192,65536,8192,1019.6924867658463,0,0,1.2567415541225488,10.053932432980391
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp64_e11m52,64,fp64,vector_packet,2,1,4096,2,0,2122,0.0053199472346472133,8192,65536,4096,1019.6924867658463,0,0,1.5398648969012272,12.318919175209817
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp64_e11m52,64,fp64,vector_packet,4,1,4096,2,0,2075,0.0053217003144413588,8192,65536,4096,1019.6924867658462,1.1368683772161603e-13,1.1149129683420147e-16,1.5393576330800862,12.31486106464069
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp64_e11m52,64,fp64,scalar_single,1,1,4096,2,0,1769,0.0052531190077553637,8192,65536,8192,1019.6924867658463,0,0,1.5594544855933898,12.475635884747119
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp64_e11m52,64,fp64,vector_packet,2,1,4096,2,1,2122,0.0053200829602096803,8192,65536,4096,1019.6924867658463,0,0,1.5398256119820224,12.318604895856179
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp64_e11m52,64,fp64,scalar_single,1,1,4096,2,1,1769,0.0052567191417773875,8192,65536,8192,1019.6924867658463,0,0,1.5583864724471741,12.467091779577393
