timestamp,gpu,mode,kernel,N,storage_bits,arithmetic_type,access_method,packet_values,lut_entries,lut_bytes,q,q_eighths,mean_unique_left,mean_unique_right,mean_unique_both,normalized_sector_dispersion,format,format_label,sanitized_lut_entries,warmup,sample,execution_order,kernel_ms,result
2026-08-30T10:28:12Z,NVIDIA H200 NVL,full,dot,67108864,16,fp32,scalar,1,65536,262144,0,0,1,1,1,0,lns16_r11,LNS 16 r11,1,10,28,1,0.26387199759483337,67268032
2026-08-30T10:28:12Z,NVIDIA H200 NVL,full,dot,67108864,16,fp32,scalar,1,65536,262144,0,0,1,1,1,0,t16,T16,0,10,28,2,0.26240000128746033,2.5701699338580787e+17
2026-08-30T10:28:12Z,NVIDIA H200 NVL,full,dot,67108864,16,fp32,scalar,1,65536,262144,0,0,1,1,1,0,lns16_r11,LNS 16 r11,1,10,29,0,0.26195201277732849,67268032
2026-08-30T10:28:12Z,NVIDIA H200 NVL,full,dot,67108864,16,fp32,scalar,1,65536,262144,0,0,1,1,1,0,t16,T16,0,10,29,1,0.26121601462364197,2.5701699338580787e+17
2026-08-30T10:28:12Z,NVIDIA H200 NVL,full,dot,67108864,16,fp32,scalar,1,65536,262144,0,0,1,1,1,0,posit16_es1,Posit 16 es1,1,10,29,2,0.26604801416397095,2.5740942533047928e-07
2026-08-30T10:28:12Z,NVIDIA H200 NVL,full,dot,67108864,16,fp32,scalar,1,65536,262144,0,0,1,1,1,0,t16,T16,0,10,30,0,0.26278400421142578,2.5701699338580787e+17
2026-08-30T10:28:12Z,NVIDIA H200 NVL,full,dot,67108864,16,fp32,scalar,1,65536,262144,0,0,1,1,1,0,posit16_es1,Posit 16 es1,1,10,30,1,0.26320001482963562,2.5740942533047928e-07
2026-08-30T10:28:12Z,NVIDIA H200 NVL,full,dot,67108864,16,fp32,scalar,1,65536,262144,0,0,1,1,1,0,lns16_r11,LNS 16 r11,1,10,30,2,0.26150399446487427,67268032
2026-08-30T10:28:12Z,NVIDIA H200 NVL,full,dot,67108864,16,fp32,scalar,1,65536,262144,0,0,1,1,1,0,posit16_es1,Posit 16 es1,1,10,31,0,0.26214399933815002,2.5740942533047928e-07
2026-08-30T10:28:12Z,NVIDIA H200 NVL,full,dot,67108864,16,fp32,scalar,1,65536,262144,0,0,1,1,1,0,lns16_r11,LNS 16 r11,1,10,31,1,0.26271998882293701,67268032
2026-08-30T10:28:12Z,NVIDIA H200 NVL,full,dot,67108864,16,fp32,scalar,1,65536,262144,0,0,1,1,1,0,t16,T16,0,10,31,2,0.26243200898170471,2.5701699338580787e+17
2026-08-30T10:28:12Z,NVIDIA H200 NVL,full,dot,67108864,16,fp32,scalar,1,65536,262144,0,0,1,1,1,0,lns16_r11,LNS 16 r11,1,10,32,0,0.26262399554252625,67268032
2026-08-30T10:28:12Z,NVIDIA H200 NVL,full,dot,67108864,16,fp32,scalar,1,65536,262144,0,0,1,1,1,0,t16,T16,0,10,32,1,0.26188799738883972,2.5701699338580787e+17
2026-08-30T10:28:12Z,NVIDIA H200 NVL,full,dot,67108864,16,fp32,scalar,1,65536,262144,0,0,1,1,1,0,posit16_es1,Posit 16 es1,1,10,32,2,0.26291200518608093,2.5740942533047928e-07
2026-08-30T10:28:12Z,NVIDIA H200 NVL,full,dot,67108864,16,fp32,scalar,1,65536,262144,0,0,1,1,1,0,t16,T16,0,10,33,0,0.26339200139045715,2.5701699338580787e+17
2026-08-30T10:28:12Z,NVIDIA H200 NVL,full,dot,67108864,16,fp32,scalar,1,65536,262144,0,0,1,1,1,0,posit16_es1,Posit 16 es1,1,10,33,1,0.26179200410842896,2.5740942533047928e-07
2026-08-30T10:28:12Z,NVIDIA H200 NVL,full,dot,67108864,16,fp32,scalar,1,65536,262144,0,0,1,1,1,0,lns16_r11,LNS 16 r11,1,10,33,2,0.26313599944114685,67268032
2026-08-30T10:28:12Z,NVIDIA H200 NVL,full,dot,67108864,16,fp32,scalar,1,65536,262144,0,0,1,1,1,0,posit16_es1,Posit 16 es1,1,10,34,0,0.26256000995635986,2.5740942533047928e-07
2026-08-30T10:28:12Z,NVIDIA H200 NVL,full,dot,67108864,16,fp32,scalar,1,65536,262144,0,0,1,1,1,0,lns16_r11,LNS 16 r11,1,10,34,1,0.26304000616073608,67268032
2026-08-30T10:28:12Z,NVIDIA H200 NVL,full,dot,67108864,16,fp32,scalar,1,65536,262144,0,0,1,1,1,0,t16,T16,0,10,34,2,0.26339200139045715,2.5701699338580787e+17
2026-08-30T10:28:12Z,NVIDIA H200 NVL,full,dot,67108864,16,fp32,scalar,1,65536,262144,0,0,1,1,1,0,lns16_r11,LNS 16 r11,1,10,35,0,0.26223999261856079,67268032
2026-08-30T10:28:12Z,NVIDIA H200 NVL,full,dot,67108864,16,fp32,scalar,1,65536,262144,0,0,1,1,1,0,t16,T16,0,10,35,1,0.26211199164390564,2.5701699338580787e+17
