gpu,compute_capability,multiprocessors,cuda_runtime,cuda_driver,dataset,variant,storage_type,arithmetic_type,access_kind,n,algorithmic_bytes,algorithmic_flops,arithmetic_intensity_flop_per_byte,blocks,threads,round,order_in_round,iterations,sample,total_time_ms,giga_elements_per_s,algorithmic_gb_per_s,gflop_per_s
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f64,float32,float64,raw,8388608,67108864,16777216,0.25,2112,256,0,2,1714,13,0.02861770754517029,293.1264842496343,2345.0118739970744,586.2529684992686
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f64,float32,float64,raw,8388608,67108864,16777216,0.25,2112,256,0,2,1714,14,0.028615655531822035,293.14750419299151,2345.180033543932,586.29500838598301
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f64,float32,float64,raw,8388608,67108864,16777216,0.25,2112,256,0,2,1714,15,0.02861561769643492,293.14789179075086,2345.1831343260069,586.29578358150172
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f64,float32,float64,raw,8388608,67108864,16777216,0.25,2112,256,0,2,1714,16,0.028616775014158446,293.13603632308843,2345.0882905847075,586.27207264617687
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f64,float32,float64,raw,8388608,67108864,16777216,0.25,2112,256,0,2,1714,17,0.02861518815351061,293.1522922371858,2345.2183378974864,586.30458447437161
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f64,float32,float64,raw,8388608,67108864,16777216,0.25,2112,256,0,2,1714,18,0.028616719373883277,293.13660627555254,2345.0928502044203,586.27321255110508
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f64,float32,float64,raw,8388608,67108864,16777216,0.25,2112,256,0,2,1714,19,0.028615860288034659,293.14540662289943,2345.1632529831954,586.29081324579886
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f32_f32,float32,float32,accessor,8388608,67108864,16777216,0.25,2112,256,0,3,1752,0,0.028124711284898733,298.26467959172169,2386.1174367337735,596.52935918344338
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f32_f32,float32,float32,accessor,8388608,67108864,16777216,0.25,2112,256,0,3,1752,1,0.028120365317009354,298.3107760312746,2386.4862082501968,596.6215520625492
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f32_f32,float32,float32,accessor,8388608,67108864,16777216,0.25,2112,256,0,3,1752,2,0.028107542969864799,298.4468620752001,2387.5748966016008,596.8937241504002
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f32_f32,float32,float32,accessor,8388608,67108864,16777216,0.25,2112,256,0,3,1752,3,0.028122063641134461,298.29276069661859,2386.3420855729487,596.58552139323717
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f32_f32,float32,float32,accessor,8388608,67108864,16777216,0.25,2112,256,0,3,1752,4,0.02810522410423244,298.47148590203687,2387.771887216295,596.94297180407375
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f32_f32,float32,float32,accessor,8388608,67108864,16777216,0.25,2112,256,0,3,1752,5,0.028110739302961794,298.41292715898663,2387.3034172718931,596.82585431797327
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f32_f32,float32,float32,accessor,8388608,67108864,16777216,0.25,2112,256,0,3,1752,6,0.028113423961482635,298.38443056573192,2387.0754445258553,596.76886113146384
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f32_f32,float32,float32,accessor,8388608,67108864,16777216,0.25,2112,256,0,3,1752,7,0.028111359844469046,298.40633987154735,2387.2507189723788,596.81267974309469
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f32_f32,float32,float32,accessor,8388608,67108864,16777216,0.25,2112,256,0,3,1752,8,0.028123544231397377,298.27705679552588,2386.216454364207,596.55411359105176
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f32_f32,float32,float32,accessor,8388608,67108864,16777216,0.25,2112,256,0,3,1752,9,0.028113169212863869,298.38713438830604,2387.0970751064483,596.77426877661208
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f32_f32,float32,float32,accessor,8388608,67108864,16777216,0.25,2112,256,0,3,1752,10,0.028111945548558344,298.40012266351982,2387.2009813081586,596.80024532703965
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f32_f32,float32,float32,accessor,8388608,67108864,16777216,0.25,2112,256,0,3,1752,11,0.02811740631382215,298.34216948653147,2386.7373558922518,596.68433897306295
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f32_f32,float32,float32,accessor,8388608,67108864,16777216,0.25,2112,256,0,3,1752,12,0.02812958852341186,298.21296507832955,2385.7037206266364,596.42593015665909
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f32_f32,float32,float32,accessor,8388608,67108864,16777216,0.25,2112,256,0,3,1752,13,0.028112237311933682,298.39702571232294,2387.1762056985835,596.79405142464589
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f32_f32,float32,float32,accessor,8388608,67108864,16777216,0.25,2112,256,0,3,1752,14,0.028110356091364332,298.41699524315277,2387.3359619452222,596.83399048630554
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f32_f32,float32,float32,accessor,8388608,67108864,16777216,0.25,2112,256,0,3,1752,15,0.028117515180753245,298.34101434902385,2386.7281147921908,596.6820286980477
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f32_f32,float32,float32,accessor,8388608,67108864,16777216,0.25,2112,256,0,3,1752,16,0.028114995999967671,298.36774652251933,2386.9419721801546,596.73549304503865
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f32_f32,float32,float32,accessor,8388608,67108864,16777216,0.25,2112,256,0,3,1752,17,0.028111179125363425,298.408258244541,2387.266065956328,596.81651648908201
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f32_f32,float32,float32,accessor,8388608,67108864,16777216,0.25,2112,256,0,3,1752,18,0.028111725637357528,298.40245697519265,2387.2196558015412,596.8049139503853
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f32_f32,float32,float32,accessor,8388608,67108864,16777216,0.25,2112,256,0,3,1752,19,0.028125516900188847,298.25613622566613,2386.049089805329,596.51227245133225
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f32,float32,float32,raw,8388608,67108864,16777216,0.25,2112,256,1,0,1708,0,0.028119100619814156,298.32419298962066,2386.5935439169652,596.64838597924131
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f32,float32,float32,raw,8388608,67108864,16777216,0.25,2112,256,1,0,1708,1,0.028114548890875429,298.3724915011004,2386.9799320088032,596.7449830022008
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f32,float32,float32,raw,8388608,67108864,16777216,0.25,2112,256,1,0,1708,2,0.028129162218866639,298.21748457099932,2385.7398765679945,596.43496914199864
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f32,float32,float32,raw,8388608,67108864,16777216,0.25,2112,256,1,0,1708,3,0.028121423386299079,298.29955208053156,2386.3964166442524,596.59910416106311
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f32,float32,float32,raw,8388608,67108864,16777216,0.25,2112,256,1,0,1708,4,0.028120824827243349,298.30590146392677,2386.4472117114142,596.61180292785355
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f32,float32,float32,raw,8388608,67108864,16777216,0.25,2112,256,1,0,1708,5,0.028112431599887248,298.39496345928484,2387.1597076742787,596.78992691856968
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f32,float32,float32,raw,8388608,67108864,16777216,0.25,2112,256,1,0,1708,6,0.028104299683760704,298.48130337320333,2387.8504269856267,596.96260674640666
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f32,float32,float32,raw,8388608,67108864,16777216,0.25,2112,256,1,0,1708,7,0.02812771942353081,298.23278146689495,2385.8622517351596,596.4655629337899
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f32,float32,float32,raw,8388608,67108864,16777216,0.25,2112,256,1,0,1708,8,0.028111774971669397,298.40193329855219,2387.2154663884176,596.80386659710439
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f32,float32,float32,raw,8388608,67108864,16777216,0.25,2112,256,1,0,1708,9,0.028128000835624178,298.22979773862238,2385.838381908979,596.45959547724476
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f32,float32,float32,raw,8388608,67108864,16777216,0.25,2112,256,1,0,1708,10,0.028106379006450573,298.45922159075587,2387.673772726047,596.91844318151175
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f32,float32,float32,raw,8388608,67108864,16777216,0.25,2112,256,1,0,1708,11,0.028115428862024526,298.36315288544228,2386.9052230835382,596.72630577088455
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f32,float32,float32,raw,8388608,67108864,16777216,0.25,2112,256,1,0,1708,12,0.028130511210171346,298.20318362955567,2385.6254690364453,596.40636725911133
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f32,float32,float32,raw,8388608,67108864,16777216,0.25,2112,256,1,0,1708,13,0.028102651412928132,298.4988098361768,2387.9904786894144,596.99761967235361
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f32,float32,float32,raw,8388608,67108864,16777216,0.25,2112,256,1,0,1708,14,0.028105666542499907,298.46678737596164,2387.7342990076932,596.93357475192329
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f32,float32,float32,raw,8388608,67108864,16777216,0.25,2112,256,1,0,1708,15,0.028116440605503057,298.35241657004582,2386.8193325603665,596.70483314009164
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f32,float32,float32,raw,8388608,67108864,16777216,0.25,2112,256,1,0,1708,16,0.028098716110479635,298.5406154152148,2388.3249233217184,597.0812308304296
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f32,float32,float32,raw,8388608,67108864,16777216,0.25,2112,256,1,0,1708,17,0.028108047378146955,298.4415063467502,2387.5320507740016,596.8830126935004
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f32,float32,float32,raw,8388608,67108864,16777216,0.25,2112,256,1,0,1708,18,0.028104000404232839,298.48448190089562,2387.8758552071649,596.96896380179123
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f32,float32,float32,raw,8388608,67108864,16777216,0.25,2112,256,1,0,1708,19,0.028114285346216565,298.3752884591421,2387.0023076731368,596.7505769182842
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f64,float32,float64,raw,8388608,67108864,16777216,0.25,2112,256,1,1,1714,0,0.028619536997417865,293.10774666818833,2344.8619733455066,586.21549333637665
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f64,float32,float64,raw,8388608,67108864,16777216,0.25,2112,256,1,1,1714,1,0.028615711172097207,293.14693419814836,2345.1754735851869,586.29386839629672
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f64,float32,float64,raw,8388608,67108864,16777216,0.25,2112,256,1,1,1714,2,0.028607943789683534,293.22652692798778,2345.8122154239022,586.45305385597555
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f64,float32,float64,raw,8388608,67108864,16777216,0.25,2112,256,1,1,1714,3,0.028624261969585264,293.05936372834077,2344.4749098267262,586.11872745668154
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f64,float32,float64,raw,8388608,67108864,16777216,0.25,2112,256,1,1,1714,4,0.028615822452647544,293.14579421511206,2345.1663537208965,586.29158843022412
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f64,float32,float64,raw,8388608,67108864,16777216,0.25,2112,256,1,1,1714,5,0.028617876691606804,293.12475172067025,2344.998013765362,586.24950344134049
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f64,float32,float64,raw,8388608,67108864,16777216,0.25,2112,256,1,1,1714,6,0.02861561769643492,293.14789179075086,2345.1831343260069,586.29578358150172
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f64,float32,float64,raw,8388608,67108864,16777216,0.25,2112,256,1,1,1714,7,0.028617558429232835,293.12801162768091,2345.0240930214472,586.25602325536181
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f64,float32,float64,raw,8388608,67108864,16777216,0.25,2112,256,1,1,1714,8,0.028615412940222296,293.14998939640788,2345.199915171263,586.29997879281575
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f64,float32,float64,raw,8388608,67108864,16777216,0.25,2112,256,1,1,1714,9,0.028616868489820733,293.13507880793804,2345.0806304635043,586.27015761587609
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f64,float32,float64,raw,8388608,67108864,16777216,0.25,2112,256,1,1,1714,10,0.028616681538496162,293.13699384449421,2345.0959507559537,586.27398768898843
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f64,float32,float64,raw,8388608,67108864,16777216,0.25,2112,256,1,1,1714,11,0.02861554202566069,293.14866698934452,2345.1893359147562,586.29733397868904
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f64,float32,float64,raw,8388608,67108864,16777216,0.25,2112,256,1,1,1714,12,0.028616699343384216,293.13681145898227,2345.0944916718581,586.27362291796453
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f64,float32,float64,raw,8388608,67108864,16777216,0.25,2112,256,1,1,1714,13,0.028615412940222296,293.14998939640788,2345.199915171263,586.29997879281575
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f64,float32,float64,raw,8388608,67108864,16777216,0.25,2112,256,1,1,1714,14,0.028608297661833614,293.22289984388891,2345.7831987511113,586.44579968777782
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f64,float32,float64,raw,8388608,67108864,16777216,0.25,2112,256,1,1,1714,15,0.028608969796357662,293.21601091235351,2345.7280872988281,586.43202182470702
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f64,float32,float64,raw,8388608,67108864,16777216,0.25,2112,256,1,1,1714,16,0.028615898123421774,293.14501903171174,2345.1601522536939,586.29003806342348
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f64,float32,float64,raw,8388608,67108864,16777216,0.25,2112,256,1,1,1714,17,0.028616868489820733,293.13507880793804,2345.0806304635043,586.27015761587609
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f64,float32,float64,raw,8388608,67108864,16777216,0.25,2112,256,1,1,1714,18,0.028607160374609149,293.23455701830073,2345.8764561464059,586.46911403660147
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f64,float32,float64,raw,8388608,67108864,16777216,0.25,2112,256,1,1,1714,19,0.028616775014158446,293.13603632308843,2345.0882905847075,586.27207264617687
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f32_f32,float32,float32,accessor,8388608,67108864,16777216,0.25,2112,256,1,2,1752,0,0.028111634189135409,298.40342768980793,2387.2274215184634,596.80685537961585
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f32_f32,float32,float32,accessor,8388608,67108864,16777216,0.25,2112,256,1,2,1752,1,0.028135634992764964,298.14887782547356,2385.1910226037885,596.29775565094712
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f32_f32,float32,float32,accessor,8388608,67108864,16777216,0.25,2112,256,1,2,1752,2,0.02810631930555927,298.4598555507331,2387.6788444058648,596.91971110146619
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f32_f32,float32,float32,accessor,8388608,67108864,16777216,0.25,2112,256,1,2,1752,3,0.028122886675133553,298.28403097101921,2386.2722477681536,596.56806194203841
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f32_f32,float32,float32,accessor,8388608,67108864,16777216,0.25,2112,256,1,2,1752,4,0.028133496846238226,298.17153714831062,2385.372297186485,596.34307429662124
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f32_f32,float32,float32,accessor,8388608,67108864,16777216,0.25,2112,256,1,2,1752,5,0.02811464762578816,298.37144365649272,2386.9715492519417,596.74288731298543
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f32_f32,float32,float32,accessor,8388608,67108864,16777216,0.25,2112,256,1,2,1752,6,0.028107671432843491,298.44549805708942,2387.5639844567154,596.89099611417885
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f32_f32,float32,float32,accessor,8388608,67108864,16777216,0.25,2112,256,1,2,1752,7,0.028106576231516661,298.45712728943579,2387.6570183154863,596.91425457887158
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f32_f32,float32,float32,accessor,8388608,67108864,16777216,0.25,2112,256,1,2,1752,8,0.028129314178745497,298.21587354370803,2385.7269883496642,596.43174708741606
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f32_f32,float32,float32,accessor,8388608,67108864,16777216,0.25,2112,256,1,2,1752,9,0.028112274326690254,298.39663282012435,2387.1730625609948,596.79326564024871
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f32_f32,float32,float32,accessor,8388608,67108864,16777216,0.25,2112,256,1,2,1752,10,0.028098648541594204,298.54133331652622,2388.3306665322098,597.08266663305244
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f32_f32,float32,float32,accessor,8388608,67108864,16777216,0.25,2112,256,1,2,1752,11,0.028105973108718384,298.46353184611428,2387.7082547689142,596.92706369222856
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f32_f32,float32,float32,accessor,8388608,67108864,16777216,0.25,2112,256,1,2,1752,12,0.028120602646919145,298.30825837294225,2386.466066983538,596.6165167458845
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f32_f32,float32,float32,accessor,8388608,67108864,16777216,0.25,2112,256,1,2,1752,13,0.028109607086878388,298.42494681883392,2387.3995745506713,596.84989363766783
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f32_f32,float32,float32,accessor,8388608,67108864,16777216,0.25,2112,256,1,2,1752,14,0.028127398120758196,298.23618821710903,2385.8895057368723,596.47237643421806
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f32_f32,float32,float32,accessor,8388608,67108864,16777216,0.25,2112,256,1,2,1752,15,0.028096638858046162,298.5626872446245,2388.501497956996,597.125374489249
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f32_f32,float32,float32,accessor,8388608,67108864,16777216,0.25,2112,256,1,2,1752,16,0.028132730423043307,298.17966026962512,2385.4372821570009,596.35932053925023
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f32_f32,float32,float32,accessor,8388608,67108864,16777216,0.25,2112,256,1,2,1752,17,0.028122575315710618,298.28733342617176,2386.298667409374,596.57466685234351
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f32_f32,float32,float32,accessor,8388608,67108864,16777216,0.25,2112,256,1,2,1752,18,0.028108640348530251,298.43521052552882,2387.4816842042305,596.87042105105763
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f32_f32,float32,float32,accessor,8388608,67108864,16777216,0.25,2112,256,1,2,1752,19,0.028100329447010335,298.52347517201383,2388.1878013761107,597.04695034402766
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f64_f32,float32,float64,accessor,8388608,67108864,16777216,0.25,2112,256,1,3,1652,0,0.028617530989011899,293.12829269656152,2345.0263415724921,586.25658539312303
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f64_f32,float32,float64,accessor,8388608,67108864,16777216,0.25,2112,256,1,3,1652,1,0.028616658134552816,293.13723358463307,2345.0978686770645,586.27446716926613
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f64_f32,float32,float64,accessor,8388608,67108864,16777216,0.25,2112,256,1,3,1652,2,0.028616057758469846,293.14338371843417,2345.1470697474733,586.28676743686833
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f64_f32,float32,float64,accessor,8388608,67108864,16777216,0.25,2112,256,1,3,1652,3,0.028608155885562481,293.22435299765101,2345.7948239812081,586.44870599530202
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f64_f32,float32,float64,accessor,8388608,67108864,16777216,0.25,2112,256,1,3,1652,4,0.02861689135756966,293.13484456378831,2345.0787565103064,586.26968912757661
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f64_f32,float32,float64,accessor,8388608,67108864,16777216,0.25,2112,256,1,3,1652,5,0.028616581932973055,293.13801416424036,2345.1041133139229,586.27602832848072
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f64_f32,float32,float64,accessor,8388608,67108864,16777216,0.25,2112,256,1,3,1652,6,0.028617027596757719,293.13344901517377,2345.0675921213901,586.26689803034753
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f64_f32,float32,float64,accessor,8388608,67108864,16777216,0.25,2112,256,1,3,1652,7,0.028616967559149421,293.13406400106129,2345.0725120084903,586.26812800212258
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f64_f32,float32,float64,accessor,8388608,67108864,16777216,0.25,2112,256,1,3,1652,8,0.028615050973961487,293.15369759897641,2345.2295807918113,586.30739519795281
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f64_f32,float32,float64,accessor,8388608,67108864,16777216,0.25,2112,256,1,3,1652,9,0.028617840413608504,293.12512330633467,2345.0009864506774,586.25024661266934
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f64_f32,float32,float64,accessor,8388608,67108864,16777216,0.25,2112,256,1,3,1652,10,0.028616406438425723,293.13981187854148,2345.1184950283318,586.27962375708296
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f64_f32,float32,float64,accessor,8388608,67108864,16777216,0.25,2112,256,1,3,1652,11,0.028607534727230488,293.23071980806458,2345.8457584645166,586.46143961612916
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f64_f32,float32,float64,accessor,8388608,67108864,16777216,0.25,2112,256,1,3,1652,12,0.028616330236845962,293.14059247187998,2345.1247397750399,586.28118494375997
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f64_f32,float32,float64,accessor,8388608,67108864,16777216,0.25,2112,256,1,3,1652,13,0.028615554366215667,293.14854056798657,2345.1883245438926,586.29708113597314
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f64_f32,float32,float64,accessor,8388608,67108864,16777216,0.25,2112,256,1,3,1652,14,0.028617491733652627,293.12869478828048,2345.0295583062439,586.25738957656097
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f64_f32,float32,float64,accessor,8388608,67108864,16777216,0.25,2112,256,1,3,1652,15,0.028615399653917364,293.15012550773946,2345.2010040619157,586.30025101547892
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f64_f32,float32,float64,accessor,8388608,67108864,16777216,0.25,2112,256,1,3,1652,16,0.028608832463225209,293.21741845924714,2345.7393476739771,586.43483691849428
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f64_f32,float32,float64,accessor,8388608,67108864,16777216,0.25,2112,256,1,3,1652,17,0.028616193997657906,293.14198808851262,2345.135904708101,586.28397617702524
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f64_f32,float32,float64,accessor,8388608,67108864,16777216,0.25,2112,256,1,3,1652,18,0.028615729860762995,293.1467427466248,2345.1739419729984,586.29348549324959
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f64_f32,float32,float64,accessor,8388608,67108864,16777216,0.25,2112,256,1,3,1652,19,0.028617337021354324,293.13027951344321,2345.0422361075457,586.26055902688643
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f64,float32,float64,raw,8388608,67108864,16777216,0.25,2112,256,2,0,1714,0,0.028611564858791568,293.18941628676441,2345.5153302941153,586.37883257352883
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f64,float32,float64,raw,8388608,67108864,16777216,0.25,2112,256,2,0,1714,1,0.028615486385385521,293.14923699092611,2345.1938959274089,586.29847398185223
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f64,float32,float64,raw,8388608,67108864,16777216,0.25,2112,256,2,0,1714,2,0.028618250594255944,293.12092199247508,2344.9673759398006,586.24184398495015
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f64,float32,float64,raw,8388608,67108864,16777216,0.25,2112,256,2,0,1714,3,0.02861518815351061,293.1522922371858,2345.2183378974864,586.30458447437161
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f64,float32,float64,raw,8388608,67108864,16777216,0.25,2112,256,2,0,1714,4,0.028615375104835181,293.15037700073918,2345.2030160059135,586.30075400147837
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f64,float32,float64,raw,8388608,67108864,16777216,0.25,2112,256,2,0,1714,5,0.028608449003382073,293.22134866550454,2345.7707893240363,586.44269733100907
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f64,float32,float64,raw,8388608,67108864,16777216,0.25,2112,256,2,0,1714,6,0.028615579861047805,293.14827938953522,2345.1862351162818,586.29655877907044
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f64,float32,float64,raw,8388608,67108864,16777216,0.25,2112,256,2,0,1714,7,0.02861770754517029,293.1264842496343,2345.0118739970744,586.2529684992686
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f64,float32,float64,raw,8388608,67108864,16777216,0.25,2112,256,2,0,1714,8,0.028616775014158446,293.13603632308843,2345.0882905847075,586.27207264617687
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f64,float32,float64,raw,8388608,67108864,16777216,0.25,2112,256,2,0,1714,9,0.028616234190683799,293.14157635496861,2345.1326108397488,586.28315270993721
