gpu,compute_capability,distribution,format,strategy,component,lanes,n,m,lookup_entry_bytes,shared_table_bytes,pipelined,sample_count,median_time_ms,min_time_ms,max_time_ms,cv_percent
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_fp64_global_x4,dot,4,65536,1,8,0,0,2,0.005077627609516012,0.005073655062708362,0.005081600156323663,0.11064280417123239
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_fp64_global_x4,gemv,4,1024,256,8,0,0,2,0.0034563478244387584,0.003454782716605974,0.0034579129322715426,0.06403859901047901
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_fp64_global_x8,dot,8,65536,1,8,0,0,2,0.005383136675512191,0.0053796832510035674,0.005386590100020814,0.09072553923706307
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_fp64_global_x8,gemv,8,1024,256,8,0,0,2,0.0036317363872632874,0.003624791299903786,0.0036386814746227894,0.27044464929004974
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_fp64_shared_x4,dot,4,65536,1,8,2048,0,2,0.004998356103897095,0.00499660266588812,0.0050001095419060695,0.049611027336351164
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_fp64_shared_x4,gemv,4,1024,256,8,2048,0,2,0.0032377665115491993,0.003234274193720164,0.0032412588293782344,0.15253982090190002
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_high_word_global_x4,dot,4,65536,1,4,0,0,2,0.0048658012949078285,0.00485425161210117,0.004877350977714488,0.33568403385848444
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_high_word_global_x4,gemv,4,1024,256,4,0,0,2,0.003080354682330428,0.0030800394823985735,0.0030806698822622818,0.014471061434716393
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_high_word_global_x8,dot,8,65536,1,4,0,0,2,0.005015618947087502,0.0050144215830329325,0.005016816311142072,0.03376110711228595
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_high_word_global_x8,gemv,8,1024,256,4,0,0,2,0.003260146572951871,0.00325897382816095,0.003261319317742792,0.05087230133402303
