question,bits,arithmetic,distribution,kernel,numerator_format,numerator_strategy,denominator_format,denominator_strategy,ratio,ci_lower,ci_upper,classification,interval_method,note
4,8,fp64,paired_log_uniform_finite,dot,takum8,full_lut_shared,fp8_e5m2,native_scalar,1.01625299,1.01378097,1.01744623,equivalent,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,8,fp64,paired_log_uniform_finite,gemv,takum8,full_lut_shared,fp8_e4m3,native_scalar,1.1200328,1.11499589,1.12546176,numerator_slower,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,14,fp32,field_balanced_finite,dot,takum_log14,full_lut_global,e8m5,direct_branchy,1.07931919,1.07751384,1.08134335,numerator_slower,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,14,fp32,field_balanced_finite,gemv,takum_log14,full_lut_global,e8m5,direct_branchy,1.18886941,1.17087442,1.19419783,numerator_slower,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,14,fp32,paired_log_uniform_finite,dot,takum_log14,full_lut_global,e8m5,direct_branchy,1.20922131,1.20695441,1.21164162,numerator_slower,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,14,fp32,paired_log_uniform_finite,gemv,takum_log14,full_lut_global,e8m5,direct_branchy,1.70815501,1.70396751,1.71444645,numerator_slower,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,14,fp64,field_balanced_finite,dot,takum_log14,full_lut_global,e11m2,direct_masked,1.08910506,1.08598442,1.09155371,numerator_slower,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,14,fp64,field_balanced_finite,gemv,takum_log14,full_lut_global,e11m2,direct_masked,1.25714571,1.2086708,1.26486005,numerator_slower,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,14,fp64,paired_log_uniform_finite,dot,takum_log14,full_lut_global,e11m2,direct_masked,1.24523921,1.24330854,1.24646254,numerator_slower,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,14,fp64,paired_log_uniform_finite,gemv,takum_log14,full_lut_global,e11m2,direct_masked,1.72282661,1.71875615,1.726291,numerator_slower,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,16,fp32,field_balanced_finite,dot,takum_log16,full_lut_global,bf16_e8m7,native_scalar,1.05536672,1.05329151,1.05746374,numerator_slower,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,16,fp32,field_balanced_finite,gemv,takum_log16,full_lut_global,bf16_e8m7,native_scalar,1.6750489,1.64271737,1.707426,numerator_slower,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,16,fp32,paired_log_uniform_finite,dot,takum_log16,full_lut_global,fp16_e5m10,native_scalar,1.32678862,1.323364,1.33084916,numerator_slower,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,16,fp32,paired_log_uniform_finite,gemv,takum_log16,full_lut_global,fp16_e5m10,native_scalar,2.10851627,2.10322215,2.11504545,numerator_slower,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,16,fp64,field_balanced_finite,dot,takum_log16,full_lut_global,e11m4,direct_masked,1.03693658,1.03563734,1.0387886,numerator_slower,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,16,fp64,field_balanced_finite,gemv,takum_log16,full_lut_global,e11m4,direct_masked,1.7737714,1.73129348,1.80897305,numerator_slower,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,16,fp64,paired_log_uniform_finite,dot,takum_log16,full_lut_global,e11m4,direct_masked,1.43790021,1.43515613,1.44053372,numerator_slower,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,16,fp64,paired_log_uniform_finite,gemv,takum_log16,full_lut_global,e11m4,direct_masked,2.69763219,2.68732643,2.70722547,numerator_slower,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,32,fp32,field_balanced_finite,dot,takum_log32,direct,fp32_e8m23,native_scalar,3.02559693,3.0218783,3.02920244,numerator_slower,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,32,fp32,field_balanced_finite,gemv,takum_log32,direct,fp32_e8m23,native_scalar,5.51008371,5.50013064,5.52757375,numerator_slower,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,32,fp32,paired_log_uniform_finite,dot,takum_log32,direct,fp32_e8m23,native_scalar,3.03026843,3.02503522,3.03328012,numerator_slower,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,32,fp32,paired_log_uniform_finite,gemv,takum_log32,direct,fp32_e8m23,native_scalar,5.51748058,5.50548877,5.53371822,numerator_slower,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,32,fp64,field_balanced_finite,dot,takum_log32,direct,e11m20,direct_masked,3.07422035,3.06933148,3.07988014,numerator_slower,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,32,fp64,field_balanced_finite,gemv,takum_log32,direct,e11m20,direct_masked,5.67831325,5.65706791,5.68950534,numerator_slower,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,32,fp64,paired_log_uniform_finite,dot,takum_log32,direct,e11m20,direct_masked,3.07388684,3.06897833,3.07788495,numerator_slower,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,32,fp64,paired_log_uniform_finite,gemv,takum_log32,direct,e11m20,direct_masked,5.67628915,5.6579809,5.6879104,numerator_slower,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,8,fp32,field_balanced_finite,dot,takum_log8,full_lut_shared,fp8_e5m2,native_scalar,1.02742675,1.02567374,1.02850608,equivalent,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,8,fp32,field_balanced_finite,gemv,takum_log8,full_lut_shared,fp8_e5m2,native_scalar,1.02521246,1.0221564,1.02883525,equivalent,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,8,fp32,paired_log_uniform_finite,dot,takum_log8,full_lut_shared,fp8_e4m3,native_scalar,1.02239759,1.02061616,1.02455758,equivalent,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,8,fp32,paired_log_uniform_finite,gemv,takum_log8,full_lut_shared,fp8_e5m2,native_scalar,1.0377251,1.03411667,1.04169037,numerator_slower,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,8,fp64,field_balanced_finite,dot,takum_log8,full_lut_shared,fp8_e5m2,full_lut_shared,1.00154119,1.00019666,1.00324674,equivalent,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,8,fp64,field_balanced_finite,gemv,takum_log8,full_lut_shared,fp8_e5m2,native_scalar,0.997536289,0.992882541,1.0005469,equivalent,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,8,fp64,paired_log_uniform_finite,dot,takum_log8,full_lut_shared,fp8_e5m2,native_scalar,1.01635109,1.01417976,1.01801417,equivalent,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,8,fp64,paired_log_uniform_finite,gemv,takum_log8,full_lut_shared,fp8_e4m3,native_scalar,1.12044244,1.1158154,1.13029225,numerator_slower,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
