timestamp,gpu,mode,graph_id,variant,variant_label,kernel,N,blocks,threads,storage_bits,arithmetic_type,table_location,component_bits,components,lut_entries_per_component,total_lut_entries,total_lut_bytes,dynamic_shared_bytes,target_x,q,mean_unique_indices,actual_x,mean_unique_sectors,mean_shared_wavefronts,warmup,sample,execution_order,kernel_ms,result
2026-08-30T12:01:44Z,NVIDIA H200 NVL,full,raw_fp64,raw_fp64,Raw FP64,dot,67108864,512,256,64,fp64,none,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,10,31,0,0.31052801012992859,1007.3209851405704
2026-08-30T12:01:44Z,NVIDIA H200 NVL,full,raw_fp64,raw_fp64,Raw FP64,dot,67108864,512,256,64,fp64,none,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,10,32,0,0.31104001402854919,1007.3209851405704
2026-08-30T12:01:44Z,NVIDIA H200 NVL,full,raw_fp64,raw_fp64,Raw FP64,dot,67108864,512,256,64,fp64,none,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,10,33,0,0.31340798735618591,1007.3209851405704
2026-08-30T12:01:44Z,NVIDIA H200 NVL,full,raw_fp64,raw_fp64,Raw FP64,dot,67108864,512,256,64,fp64,none,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,10,34,0,0.31174400448799133,1007.3209851405704
2026-08-30T12:01:44Z,NVIDIA H200 NVL,full,raw_fp64,raw_fp64,Raw FP64,dot,67108864,512,256,64,fp64,none,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,10,35,0,0.31196799874305725,1007.3209851405704
2026-08-30T12:01:44Z,NVIDIA H200 NVL,full,raw_fp64,raw_fp64,Raw FP64,dot,67108864,512,256,64,fp64,none,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,10,36,0,0.31062400341033936,1007.3209851405704
2026-08-30T12:01:44Z,NVIDIA H200 NVL,full,raw_fp64,raw_fp64,Raw FP64,dot,67108864,512,256,64,fp64,none,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,10,37,0,0.31152001023292542,1007.3209851405704
2026-08-30T12:01:44Z,NVIDIA H200 NVL,full,raw_fp64,raw_fp64,Raw FP64,dot,67108864,512,256,64,fp64,none,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,10,38,0,0.31286400556564331,1007.3209851405704
2026-08-30T12:01:44Z,NVIDIA H200 NVL,full,raw_fp64,raw_fp64,Raw FP64,dot,67108864,512,256,64,fp64,none,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,10,39,0,0.31065601110458374,1007.3209851405704
2026-08-30T12:01:44Z,NVIDIA H200 NVL,full,raw_fp64,raw_fp64,Raw FP64,dot,67108864,512,256,64,fp64,none,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,10,40,0,0.31219199299812317,1007.3209851405704
2026-08-30T12:01:44Z,NVIDIA H200 NVL,full,raw_fp64,raw_fp64,Raw FP64,dot,67108864,512,256,64,fp64,none,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,10,41,0,0.31132799386978149,1007.3209851405704
