gpu,compute_capability,distribution,format,storage_bits,component,n,m,leading_dimension,threads,decode_repeats,lanes,scalar_time_ms,packed_time_ms,speedup_vs_x1,time_change_percent_vs_x1,packed_cv_percent
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m12,16,dot,1048576,1,1048576,256,0,1,0.012609911791851065,0.012609911791851065,1.0,0.0,0.10220779153825456
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m12,16,dot,1048576,1,1048576,256,0,2,0.012609911791851065,0.012220658116596325,1.031852104161732,-3.086886583189963,0.2125670460997442
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m12,16,dot,1048576,1,1048576,256,0,4,0.012609911791851065,0.010662378491582098,1.1826546770785278,-15.444464104241607,0.24424071510855708
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m12,16,dot,134217728,1,134217728,256,0,1,0.7321462631225586,0.7321462631225586,1.0,0.0,0.13375185774699103
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m12,16,dot,134217728,1,134217728,256,0,2,0.7321462631225586,0.6269253492355347,1.1678364322248718,-14.371570161167412,0.16501311963619913
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m12,16,dot,134217728,1,134217728,256,0,4,0.7321462631225586,0.5884898625887357,1.2441102381983031,-19.62127074461013,0.1483655690115555
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m12,16,dot,16777216,1,16777216,256,0,1,0.10046840514112639,0.10046840514112639,1.0,0.0,0.16161924237856892
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m12,16,dot,16777216,1,16777216,256,0,2,0.10046840514112639,0.08750813989078297,1.1481035394709433,-12.899841728490003,0.04877118403582143
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m12,16,dot,16777216,1,16777216,256,0,4,0.10046840514112639,0.082313548135494,1.2205573373625953,-18.07021518867602,0.0729273515456808
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m12,16,dot,4096,1,4096,256,0,1,0.004764237865051974,0.004764237865051974,1.0,0.0,0.011240554976287823
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m12,16,dot,4096,1,4096,256,0,2,0.004764237865051974,0.004947269209648016,0.9630035607847861,3.8417759520083417,0.00554987669328126
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m12,16,dot,4096,1,4096,256,0,4,0.004764237865051974,0.0053219683592933475,0.8952022153105342,11.706604708648172,0.005231122040246205
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m12,16,dot,65536,1,65536,256,0,1,0.004955735287128764,0.004955735287128764,1.0,0.0,0.06796357704296234
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m12,16,dot,65536,1,65536,256,0,2,0.004955735287128764,0.00514363672991888,0.9634691459260422,3.7915956342168045,0.05160999694658317
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m12,16,dot,65536,1,65536,256,0,4,0.004955735287128764,0.005566281755569533,0.8903134093365168,12.319997600083799,0.06789454641613124
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m12,16,gemv,1024,1024,1024,256,0,1,0.008328169523078558,0.008328169523078558,1.0,0.0,0.23769364031043236
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m12,16,gemv,1024,1024,1024,256,0,2,0.008328169523078558,0.007820734268453762,1.0648833264507682,-6.092998626152113,0.24177618767381515
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m12,16,gemv,1024,1024,1024,256,0,4,0.008328169523078558,0.007655863070352082,1.0878158930676325,-8.07267972708069,0.21512965771528003
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m12,16,gemv,16384,1024,16384,256,0,1,0.0894767198807154,0.0894767198807154,1.0,0.0,2.056632328365218
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m12,16,gemv,16384,1024,16384,256,0,2,0.0894767198807154,0.08123030209674516,1.1015189845551574,-9.2162718916874,0.8906425219387014
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m12,16,gemv,16384,1024,16384,256,0,4,0.0894767198807154,0.07906666622366956,1.1316617248993035,-11.634371120134768,0.12818245307981105
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m12,16,gemv,256,1024,256,256,0,1,0.004161781995243757,0.004161781995243757,1.0,0.0,0.049494285954188776
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m12,16,gemv,256,1024,256,256,0,2,0.004161781995243757,0.004326763072935473,0.9618696298108634,3.9641931720657775,0.2093750448389042
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m12,16,gemv,256,1024,256,256,0,4,0.004161781995243757,0.0054704325438607515,0.7607775001109115,31.444476191029946,0.02402604846146974
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m12,16,gemv,4096,1024,4096,256,0,1,0.024640743549053486,0.024640743549053486,1.0,0.0,0.18099796252410977
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m12,16,gemv,4096,1024,4096,256,0,2,0.024640743549053486,0.022574716621061783,1.0915195066530377,-8.384596527611944,0.18784779460972806
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m12,16,gemv,4096,1024,4096,256,0,4,0.024640743549053486,0.021590936033031607,1.1412540665840532,-12.377092070904784,0.052871992341935015
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m12,16,gemv,65536,1024,65536,256,0,1,0.3928008330495734,0.3928008330495734,1.0,0.0,0.20899742318742626
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m12,16,gemv,65536,1024,65536,256,0,2,0.3928008330495734,0.32855164486428967,1.1955527820042486,-16.356683280550776,0.09291975909169378
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m12,16,gemv,65536,1024,65536,256,0,4,0.3928008330495734,0.3069276809692383,1.2797830153642666,-21.861754063412974,0.11158229346967327
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m12,16,register_decode,134217728,1,134217728,256,256,1,0.06617585528980602,0.06617585528980602,1.0,0.0,0.16923624198477064
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m12,16,register_decode,134217728,1,134217728,256,256,2,0.06617585528980602,0.14023275195427662,0.47190014007129294,111.90923991862425,0.18694921399778397
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m12,16,register_decode,134217728,1,134217728,256,256,4,0.06617585528980602,0.28938462184025693,0.2286778574099066,337.2963833605863,0.2053949833108536
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m12,16,stream_decode,1048576,1,1048576,256,0,1,0.006239896198896479,0.006239896198896479,1.0,0.0,0.04760126296859763
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m12,16,stream_decode,1048576,1,1048576,256,0,2,0.006239896198896479,0.006227813483519876,1.0019401215865853,-0.19363648034306236,0.023251823213669056
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m12,16,stream_decode,1048576,1,1048576,256,0,4,0.006239896198896479,0.005304116365888319,1.1764252079811672,-14.99672115016356,0.17471272166708843
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m12,16,stream_decode,134217728,1,134217728,256,0,1,0.38324799537658694,0.38324799537658694,1.0,0.0,0.14198479098746597
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m12,16,stream_decode,134217728,1,134217728,256,0,2,0.38324799537658694,0.32061548435941656,1.1953508613044965,-16.342554109285413,0.127736007332523
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m12,16,stream_decode,134217728,1,134217728,256,0,4,0.38324799537658694,0.294832940195121,1.299881875895389,-23.069932849769394,0.13587478845859663
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m12,16,stream_decode,16777216,1,16777216,256,0,1,0.04922666736677581,0.04922666736677581,1.0,0.0,0.11691668504834392
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m12,16,stream_decode,16777216,1,16777216,256,0,2,0.04922666736677581,0.0429960475248449,1.1449114558339486,-12.65700112402104,0.14384553358603602
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m12,16,stream_decode,16777216,1,16777216,256,0,4,0.04922666736677581,0.04030739889604174,1.2212811720681376,-18.118773721322214,0.13778293404927766
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m12,16,stream_decode,4096,1,4096,256,0,1,0.00228744760817087,0.00228744760817087,1.0,0.0,0.010859807715140116
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m12,16,stream_decode,4096,1,4096,256,0,2,0.00228744760817087,0.0024728526998227173,0.9250238028067183,8.105326259258195,0.008201545436634396
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m12,16,stream_decode,4096,1,4096,256,0,4,0.00228744760817087,0.0026586848128064607,0.8603681027373383,16.229320545288715,0.030100055872742504
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m12,16,stream_decode,65536,1,65536,256,0,1,0.00259455028333162,0.00259455028333162,1.0,0.0,0.11467034660111664
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m12,16,stream_decode,65536,1,65536,256,0,2,0.00259455028333162,0.0026611490023412104,0.974973697845931,2.5668694662595692,0.01539150432623671
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m12,16,stream_decode,65536,1,65536,256,0,4,0.00259455028333162,0.0027722834551189477,0.9358892499036676,6.850249653250251,0.17318619281617045
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m12,16,stream_load,1048576,1,1048576,256,0,1,0.00479179414480052,0.00479179414480052,1.0,0.0,0.12467963424622734
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m12,16,stream_load,1048576,1,1048576,256,0,2,0.00479179414480052,0.004544825651888562,1.0543405868186235,-5.15398795208969,0.06417803530097518
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m12,16,stream_load,1048576,1,1048576,256,0,4,0.00479179414480052,0.003424527268390936,1.3992571147059414,-28.533506137636945,0.0596230006256592
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m12,16,stream_load,134217728,1,134217728,256,0,1,0.2118472112736232,0.2118472112736232,1.0,0.0,0.028012904666545185
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m12,16,stream_load,134217728,1,134217728,256,0,2,0.2118472112736232,0.11737650022731991,1.8048520007270996,-44.59379497060469,0.0411257127568802
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m12,16,stream_load,134217728,1,134217728,256,0,4,0.2118472112736232,0.07668128532449199,2.7626977087975235,-63.803495517602094,0.08393767521804417
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m12,16,stream_load,16777216,1,16777216,256,0,1,0.020678315664592543,0.020678315664592543,1.0,0.0,0.21504684846826888
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m12,16,stream_load,16777216,1,16777216,256,0,2,0.020678315664592543,0.013426653020291078,1.5400945889748074,-35.068923223367165,0.17741420746621708
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m12,16,stream_load,16777216,1,16777216,256,0,4,0.020678315664592543,0.010466790771484375,1.9756118294566802,-49.38276917105657,0.21270257588152452
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m12,16,stream_load,4096,1,4096,256,0,1,0.0021513316444126246,0.0021513316444126246,1.0,0.0,0.0307237655977746
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m12,16,stream_load,4096,1,4096,256,0,2,0.0021513316444126246,0.002192701201087313,0.9811330624281256,1.9229743950511802,0.010626427557744962
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m12,16,stream_load,4096,1,4096,256,0,4,0.0021513316444126246,0.002163534638412043,0.9943596955728082,0.5672297914229629,0.0717300840815653
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m12,16,stream_load,65536,1,65536,256,0,1,0.002428995227137356,0.002428995227137356,1.0,0.0,0.03199764483829487
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m12,16,stream_load,65536,1,65536,256,0,2,0.002428995227137356,0.002363810936609904,1.0275759323717053,-2.683590720936646,0.20529874411021953
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m12,16,stream_load,65536,1,65536,256,0,4,0.002428995227137356,0.0022878223110169003,1.0617062415383591,-5.811988205791263,0.021785222369899694
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m28,32,dot,1048576,1,1048576,256,0,1,0.013229386265059392,0.013229386265059392,1.0,0.0,0.09375266492441638
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m28,32,dot,1048576,1,1048576,256,0,2,0.013229386265059392,0.012549152429767538,1.054205560024778,-5.1418397018797695,0.21017848203141085
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m28,32,dot,1048576,1,1048576,256,0,4,0.013229386265059392,0.01102700001663632,1.1997266931259958,-16.6476826989312,0.14279486333650288
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m28,32,dot,134217728,1,134217728,256,0,1,0.803205038371839,0.803205038371839,1.0,0.0,0.12817547449808583
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m28,32,dot,134217728,1,134217728,256,0,2,0.803205038371839,0.6665085087651792,1.2050934501345127,-17.0188834825731,0.10676191179070196
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m28,32,dot,134217728,1,134217728,256,0,4,0.803205038371839,0.6199935913085938,1.2955053884936918,-22.81004703788083,0.11525936922214222
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m28,32,dot,16777216,1,16777216,256,0,1,0.11190352263274016,0.11190352263274016,1.0,0.0,0.16334239561634342
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m28,32,dot,16777216,1,16777216,256,0,2,0.11190352263274016,0.09326776881126841,1.1998091522826289,-16.653411244821157,0.1681855332406942
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m28,32,dot,16777216,1,16777216,256,0,4,0.11190352263274016,0.08736590544382732,1.2808603317765592,-21.927475214023108,0.17849844572193937
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m28,32,dot,4096,1,4096,256,0,1,0.004713802021605735,0.004713802021605735,1.0,0.0,0.009354554261695062
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m28,32,dot,4096,1,4096,256,0,2,0.004713802021605735,0.004904906173629096,0.9610381635736847,4.05414039765426,0.023952073396748284
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m28,32,dot,4096,1,4096,256,0,4,0.004713802021605735,0.005359035057780344,0.8795990268363989,13.688165799437058,0.03136324603493586
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m28,32,dot,65536,1,65536,256,0,1,0.004998221891430185,0.004998221891430185,1.0,0.0,0.03666842114953087
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m28,32,dot,65536,1,65536,256,0,2,0.004998221891430185,0.005136570186870951,0.9730660167373194,2.7679502520281174,0.007416873987133484
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m28,32,dot,65536,1,65536,256,0,4,0.004998221891430185,0.005468579933585536,0.9139889975335963,9.410507423886362,0.0844502742374318
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m28,32,gemv,1024,1024,1024,256,0,1,0.00882947715845975,0.00882947715845975,1.0,0.0,0.21048277893514397
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m28,32,gemv,1024,1024,1024,256,0,2,0.00882947715845975,0.008132916576457474,1.08564708311636,-7.889035437787872,0.1951621413329711
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m28,32,gemv,1024,1024,1024,256,0,4,0.00882947715845975,0.008006323042188734,1.102813003164307,-9.322795693313846,0.3198904241421548
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m28,32,gemv,16384,1024,16384,256,0,1,0.108078353545245,0.108078353545245,1.0,0.0,0.10945478387085632
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m28,32,gemv,16384,1024,16384,256,0,2,0.108078353545245,0.09187697179569221,1.1763377855506598,-14.990403922808081,0.12686113648727382
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m28,32,gemv,16384,1024,16384,256,0,4,0.108078353545245,0.08508467260812748,1.270244689581389,-21.275010381696504,0.12953496627828134
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m28,32,gemv,256,1024,256,256,0,1,0.004288355771186863,0.004288355771186863,1.0,0.0,0.23586681971814047
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m28,32,gemv,256,1024,256,256,0,2,0.004288355771186863,0.004353156209993763,0.9851141480615526,1.5110788904756811,0.12998053497814036
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m28,32,gemv,256,1024,256,256,0,4,0.004288355771186863,0.005484375411164975,0.7819223611966314,27.889935065884153,0.12435349400992893
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m28,32,gemv,4096,1024,4096,256,0,1,0.02634915521450298,0.02634915521450298,1.0,0.0,0.19380475901063177
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m28,32,gemv,4096,1024,4096,256,0,2,0.02634915521450298,0.024007959185906175,1.0975174945303638,-8.88527927949726,0.1689750121488201
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m28,32,gemv,4096,1024,4096,256,0,4,0.02634915521450298,0.022749152961240766,1.1582477492412917,-13.662685668498087,0.1397342030400242
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m28,32,gemv,65536,1024,65536,256,0,1,0.43934022679048423,0.43934022679048423,1.0,0.0,0.1423146662018415
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m28,32,gemv,65536,1024,65536,256,0,2,0.43934022679048423,0.35688152767363046,1.2310534245198104,-18.76875689695887,0.2077055194628481
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m28,32,gemv,65536,1024,65536,256,0,4,0.43934022679048423,0.3278650408205779,1.3400032699152895,-25.373316435025075,0.18339743188794208
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m28,32,register_decode,134217728,1,134217728,256,256,1,0.07247060804224725,0.07247060804224725,1.0,0.0,0.15215796506456794
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m28,32,register_decode,134217728,1,134217728,256,256,2,0.07247060804224725,0.14920639991760254,0.4857071015872529,105.88539816117124,0.15010626772795824
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m28,32,register_decode,134217728,1,134217728,256,256,4,0.07247060804224725,0.301727352142334,0.2401857422858391,316.3444467948163,0.18667174266774542
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m28,32,stream_decode,1048576,1,1048576,256,0,1,0.006439187887779232,0.006439187887779232,1.0,0.0,0.11663787558435998
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m28,32,stream_decode,1048576,1,1048576,256,0,2,0.006439187887779232,0.006334504153637525,1.0165259555606405,-1.6257288336062325,0.2657063031898249
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m28,32,stream_decode,1048576,1,1048576,256,0,4,0.006439187887779232,0.00569699461896318,1.1302780357814568,-11.52619370254192,0.06532165087940751
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m28,32,stream_decode,134217728,1,134217728,256,0,1,0.4167848957909478,0.4167848957909478,1.0,0.0,0.060925330938448825
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m28,32,stream_decode,134217728,1,134217728,256,0,2,0.4167848957909478,0.3420727252960205,1.2184101945873451,-17.925834465076594,0.05198598652008917
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m28,32,stream_decode,134217728,1,134217728,256,0,4,0.4167848957909478,0.3127406636873881,1.3326853338380105,-24.963532305102177,0.07594008370686302
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m28,32,stream_decode,16777216,1,16777216,256,0,1,0.0573012107176799,0.0573012107176799,1.0,0.0,0.11938818173725604
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m28,32,stream_decode,16777216,1,16777216,256,0,2,0.0573012107176799,0.04725357214101968,1.2126323602938391,-17.534775357826927,0.15072532021815996
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m28,32,stream_decode,16777216,1,16777216,256,0,4,0.0573012107176799,0.04399852811193174,1.3023438095907731,-23.21536044201543,0.1431618187014362
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m28,32,stream_decode,4096,1,4096,256,0,1,0.002288394955033106,0.002288394955033106,1.0,0.0,0.010643110380941456
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m28,32,stream_decode,4096,1,4096,256,0,2,0.002288394955033106,0.0024734413516600997,0.925186664926259,8.086296302130979,0.010835917824913732
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m28,32,stream_decode,4096,1,4096,256,0,4,0.002288394955033106,0.0026605307909428927,0.8601272207874348,16.261871015372996,0.00654810940217889
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m28,32,stream_decode,65536,1,65536,256,0,1,0.0025821545249537416,0.0025821545249537416,1.0,0.0,0.24076330987640832
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m28,32,stream_decode,65536,1,65536,256,0,2,0.0025821545249537416,0.002662232888405803,0.9699206016870997,3.1012227455092356,0.009400950190113102
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m28,32,stream_decode,65536,1,65536,256,0,4,0.0025821545249537416,0.0028218792349865222,0.9150478492982265,9.283902559513745,0.26088012769578595
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m28,32,stream_load,1048576,1,1048576,256,0,1,0.004798945726954455,0.004798945726954455,1.0,0.0,0.15908856902257157
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m28,32,stream_load,1048576,1,1048576,256,0,2,0.004798945726954455,0.0045782246858624325,1.0482110547727397,-4.599365228331054,0.1548612655620981
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m28,32,stream_load,1048576,1,1048576,256,0,4,0.004798945726954455,0.0034958558196031366,1.372752760581313,-27.153670441242838,0.787661330312707
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m28,32,stream_load,134217728,1,134217728,256,0,1,0.22741381327311197,0.22741381327311197,1.0,0.0,0.06292822635582987
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m28,32,stream_load,134217728,1,134217728,256,0,2,0.22741381327311197,0.14653731781302146,1.5519174000665634,-35.56358089953054,0.04195291895739771
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m28,32,stream_load,134217728,1,134217728,256,0,4,0.22741381327311197,0.12912689406296302,1.7611653631366964,-43.219414773240516,0.04005031137463227
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m28,32,stream_load,16777216,1,16777216,256,0,1,0.033276998751223495,0.033276998751223495,1.0,0.0,0.06843147190189172
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m28,32,stream_load,16777216,1,16777216,256,0,2,0.033276998751223495,0.023046680672015277,1.4438955103686801,-30.742910908791256,0.10650123887380362
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m28,32,stream_load,16777216,1,16777216,256,0,4,0.033276998751223495,0.020381431830556768,1.6327115301748873,-38.75219342066597,0.12230523650525987
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m28,32,stream_load,4096,1,4096,256,0,1,0.0022151702916827125,0.0022151702916827125,1.0,0.0,0.03955330770858744
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m28,32,stream_load,4096,1,4096,256,0,2,0.0022151702916827125,0.002197639756782757,1.007976982963586,-0.7913854282795896,0.06257145063039554
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m28,32,stream_load,4096,1,4096,256,0,4,0.0022151702916827125,0.0021953595682587027,1.0090239082975019,-0.8943205630010942,0.019964468843690644
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m28,32,stream_load,65536,1,65536,256,0,1,0.002473970849189566,0.002473970849189566,1.0,0.0,0.007758536003311975
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m28,32,stream_load,65536,1,65536,256,0,2,0.002473970849189566,0.0024644175319806904,1.0038765010737436,-0.3861531841414134,0.06819283016940697
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m28,32,stream_load,65536,1,65536,256,0,4,0.002473970849189566,0.0022889164180920824,1.0808480509094933,-7.480057057184187,0.012215954300814505
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,dot,1048576,1,1048576,256,0,1,0.012495373358813034,0.012495373358813034,1.0,0.0,0.1430946932317929
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,dot,1048576,1,1048576,256,0,2,0.012495373358813034,0.012342710971382852,1.012368626939749,-1.2217513078351394,0.19352923588207502
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,dot,1048576,1,1048576,256,0,4,0.012495373358813034,0.010762972297443496,1.1609593533731413,-13.86434011711758,0.019861365913734094
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,dot,134217728,1,134217728,256,0,1,0.7169539133707682,0.7169539133707682,1.0,0.0,0.29409720331558914
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,dot,134217728,1,134217728,256,0,2,0.7169539133707682,0.6327013174692789,1.1331633008739233,-11.751466074768258,0.23977397228220185
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,dot,134217728,1,134217728,256,0,4,0.7169539133707682,0.5945747815645658,1.2058263074733402,-17.069316384763887,0.15414812672042344
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,dot,16777216,1,16777216,256,0,1,0.0895130077521958,0.0895130077521958,1.0,0.0,0.135919621036426
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,dot,16777216,1,16777216,256,0,2,0.0895130077521958,0.08382101651638915,1.0679064925762827,-6.358842562372747,0.1128266749925604
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,dot,16777216,1,16777216,256,0,4,0.0895130077521958,0.07976718077788482,1.122178405696055,-10.887609766494421,0.07558029741103
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,dot,4096,1,4096,256,0,1,0.004573594476725604,0.004573594476725604,1.0,0.0,0.0061500478941293145
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,dot,4096,1,4096,256,0,2,0.004573594476725604,0.004823904479576263,0.9481104976455408,5.47293827916866,0.04441620561535555
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,dot,4096,1,4096,256,0,4,0.004573594476725604,0.005269264192947465,0.8679759278054484,15.210568400019486,0.033003978408257466
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,dot,65536,1,65536,256,0,1,0.004848489365257775,0.004848489365257775,1.0,0.0,0.07819775585536566
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,dot,65536,1,65536,256,0,2,0.004848489365257775,0.005043576128887722,0.9613197543479987,4.023660751488012,0.004051414632684243
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,dot,65536,1,65536,256,0,4,0.004848489365257775,0.005447697007294857,0.8900071642687358,12.358646103892701,0.13151257794892487
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,gemv,1024,1024,1024,256,0,1,0.008430373537671435,0.008430373537671435,1.0,0.0,0.2428001509169696
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,gemv,1024,1024,1024,256,0,2,0.008430373537671435,0.007989410671970919,1.0551934158607639,-5.230644451637367,0.3617146996222453
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,gemv,1024,1024,1024,256,0,4,0.008430373537671435,0.0077478534086857466,1.088091512962874,-8.095965450828746,0.23472930108072973
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,gemv,16384,1024,16384,256,0,1,0.08973131528714808,0.08973131528714808,1.0,0.0,0.19340259183035594
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,gemv,16384,1024,16384,256,0,2,0.08973131528714808,0.0834684317452567,1.075032960497036,-6.9795962778987475,0.16307322770253518
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,gemv,16384,1024,16384,256,0,4,0.08973131528714808,0.07855383725089823,1.1422906687619774,-12.456607819110788,0.17970962717210195
