format,arithmetic_type,multiply_method,kernel,storage_layout,access_method,packet_values,rank,strategy_id,decoder,screen_median_ms,selected
lns10_r4,fp32,fused,gemv,padded,scalar,1,1,fused/padded/scalar/x1/ex2_approx,ex2_approx,0.063260712443414802,1
lns10_r4,fp32,fused,gemv,padded,scalar,1,2,fused/padded/scalar/x1/reference_exp2,reference_exp2,0.063392589275653555,1
lns10_r4,fp32,fused,gemv,padded,scalar,1,3,fused/padded/scalar/x1/fraction_lut_shared,fraction_lut_shared,0.082973716450833734,0
lns10_r4,fp32,fused,gemv,padded,scalar,1,4,fused/padded/scalar/x1/fraction_lut_global,fraction_lut_global,0.092090326451822066,0
lns10_r4,fp32,fused,gemv,padded,scalar,1,5,fused/padded/scalar/x1/fraction_lut_warp,fraction_lut_warp,0.095504959154632474,0
lns10_r4,fp32,fused,gemv,padded,thread_packet,2,1,fused/padded/thread_packet/x2/ex2_approx,ex2_approx,0.058693974851125694,1
lns10_r4,fp32,fused,gemv,padded,thread_packet,2,2,fused/padded/thread_packet/x2/fraction_lut_shared,fraction_lut_shared,0.081340265274047849,1
lns10_r4,fp32,fused,gemv,padded,thread_packet,2,3,fused/padded/thread_packet/x2/fraction_lut_global,fraction_lut_global,0.086711717503411417,0
lns10_r4,fp32,fused,gemv,padded,thread_packet,2,4,fused/padded/thread_packet/x2/fraction_lut_warp,fraction_lut_warp,0.093297814423183217,0
lns10_r4,fp32,fused,gemv,padded,thread_packet,4,1,fused/padded/thread_packet/x4/ex2_approx,ex2_approx,0.055205435333517072,1
lns10_r4,fp32,fused,gemv,padded,thread_packet,4,2,fused/padded/thread_packet/x4/fraction_lut_shared,fraction_lut_shared,0.077290413871644037,1
lns10_r4,fp32,fused,gemv,padded,thread_packet,4,3,fused/padded/thread_packet/x4/fraction_lut_global,fraction_lut_global,0.082997964600385249,0
lns10_r4,fp32,fused,gemv,padded,thread_packet,4,4,fused/padded/thread_packet/x4/fraction_lut_warp,fraction_lut_warp,0.090260427246992847,0
lns10_r4,fp32,fused,gemv,padded,thread_packet,8,1,fused/padded/thread_packet/x8/ex2_approx,ex2_approx,0.053617212388399393,1
lns10_r4,fp32,fused,gemv,padded,thread_packet,8,2,fused/padded/thread_packet/x8/fraction_lut_shared,fraction_lut_shared,0.077628446003747367,1
lns10_r4,fp32,fused,gemv,padded,thread_packet,8,3,fused/padded/thread_packet/x8/fraction_lut_global,fraction_lut_global,0.08405803421796379,0
lns10_r4,fp32,fused,gemv,padded,thread_packet,8,4,fused/padded/thread_packet/x8/fraction_lut_warp,fraction_lut_warp,0.090319686546068798,0
lns10_r4,fp32,ordinary,dot,dense,cooperative_shuffle,16,1,ordinary/dense/cooperative_shuffle/x16/full_lut_global,full_lut_global,0.077981081723608514,1
lns10_r4,fp32,ordinary,dot,dense,cooperative_shuffle,16,2,ordinary/dense/cooperative_shuffle/x16/full_lut_shared,full_lut_shared,0.080710954787367478,1
lns10_r4,fp32,ordinary,dot,dense,cooperative_shuffle,16,3,ordinary/dense/cooperative_shuffle/x16/ex2_approx,ex2_approx,0.098183123432860092,0
lns10_r4,fp32,ordinary,dot,dense,cooperative_shuffle,16,4,ordinary/dense/cooperative_shuffle/x16/fraction_lut_shared,fraction_lut_shared,0.13342962393889557,0
lns10_r4,fp32,ordinary,dot,dense,cooperative_shuffle,16,5,ordinary/dense/cooperative_shuffle/x16/fraction_lut_global,fraction_lut_global,0.15184824394457269,0
lns10_r4,fp32,ordinary,dot,dense,cooperative_shuffle,16,6,ordinary/dense/cooperative_shuffle/x16/fraction_lut_warp,fraction_lut_warp,0.16673653125762938,0
lns10_r4,fp32,ordinary,dot,dense,scalar,1,1,ordinary/dense/scalar/x1/full_lut_shared,full_lut_shared,0.045877550997824042,1
lns10_r4,fp32,ordinary,dot,dense,scalar,1,2,ordinary/dense/scalar/x1/full_lut_global,full_lut_global,0.047041978151555572,1
lns10_r4,fp32,ordinary,dot,dense,scalar,1,3,ordinary/dense/scalar/x1/reference_exp2,reference_exp2,0.069942748832826418,1
lns10_r4,fp32,ordinary,dot,dense,scalar,1,4,ordinary/dense/scalar/x1/ex2_approx,ex2_approx,0.070248940411735988,0
lns10_r4,fp32,ordinary,dot,dense,scalar,1,5,ordinary/dense/scalar/x1/fraction_lut_shared,fraction_lut_shared,0.11192290891300548,0
lns10_r4,fp32,ordinary,dot,dense,scalar,1,6,ordinary/dense/scalar/x1/fraction_lut_global,fraction_lut_global,0.1329379468350797,0
lns10_r4,fp32,ordinary,dot,dense,scalar,1,7,ordinary/dense/scalar/x1/fraction_lut_warp,fraction_lut_warp,0.14681741069344914,0
lns10_r4,fp32,ordinary,dot,dense,thread_packet,2,1,ordinary/dense/thread_packet/x2/full_lut_global,full_lut_global,0.040583537405461279,1
lns10_r4,fp32,ordinary,dot,dense,thread_packet,2,2,ordinary/dense/thread_packet/x2/full_lut_shared,full_lut_shared,0.040763170440900789,1
lns10_r4,fp32,ordinary,dot,dense,thread_packet,2,3,ordinary/dense/thread_packet/x2/ex2_approx,ex2_approx,0.065708240858937395,0
lns10_r4,fp32,ordinary,dot,dense,thread_packet,2,4,ordinary/dense/thread_packet/x2/fraction_lut_shared,fraction_lut_shared,0.11404130070708519,0
lns10_r4,fp32,ordinary,dot,dense,thread_packet,2,5,ordinary/dense/thread_packet/x2/fraction_lut_global,fraction_lut_global,0.12979494897942795,0
lns10_r4,fp32,ordinary,dot,dense,thread_packet,2,6,ordinary/dense/thread_packet/x2/fraction_lut_warp,fraction_lut_warp,0.1445430587319767,0
lns10_r4,fp32,ordinary,dot,dense,thread_packet,4,1,ordinary/dense/thread_packet/x4/full_lut_shared,full_lut_shared,0.038896253985217497,1
lns10_r4,fp32,ordinary,dot,dense,thread_packet,4,2,ordinary/dense/thread_packet/x4/full_lut_global,full_lut_global,0.040218234823141977,1
lns10_r4,fp32,ordinary,dot,dense,thread_packet,4,3,ordinary/dense/thread_packet/x4/ex2_approx,ex2_approx,0.063154078149176257,0
lns10_r4,fp32,ordinary,dot,dense,thread_packet,4,4,ordinary/dense/thread_packet/x4/fraction_lut_shared,fraction_lut_shared,0.10995946460300021,0
lns10_r4,fp32,ordinary,dot,dense,thread_packet,4,5,ordinary/dense/thread_packet/x4/fraction_lut_global,fraction_lut_global,0.1253719985485077,0
lns10_r4,fp32,ordinary,dot,dense,thread_packet,4,6,ordinary/dense/thread_packet/x4/fraction_lut_warp,fraction_lut_warp,0.13932355244954425,0
lns10_r4,fp32,ordinary,dot,dense,thread_packet,8,1,ordinary/dense/thread_packet/x8/full_lut_global,full_lut_global,0.040147782725323343,1
lns10_r4,fp32,ordinary,dot,dense,thread_packet,8,2,ordinary/dense/thread_packet/x8/full_lut_shared,full_lut_shared,0.040561024171244311,1
lns10_r4,fp32,ordinary,dot,dense,thread_packet,8,3,ordinary/dense/thread_packet/x8/ex2_approx,ex2_approx,0.062911765997489669,0
lns10_r4,fp32,ordinary,dot,dense,thread_packet,8,4,ordinary/dense/thread_packet/x8/fraction_lut_shared,fraction_lut_shared,0.10943182309468588,0
lns10_r4,fp32,ordinary,dot,dense,thread_packet,8,5,ordinary/dense/thread_packet/x8/fraction_lut_global,fraction_lut_global,0.12520110026384013,0
lns10_r4,fp32,ordinary,dot,dense,thread_packet,8,6,ordinary/dense/thread_packet/x8/fraction_lut_warp,fraction_lut_warp,0.13936844799253675,0
lns10_r4,fp32,ordinary,dot,padded,scalar,1,1,ordinary/padded/scalar/x1/full_lut_shared,full_lut_shared,0.070191451529381971,1
lns10_r4,fp32,ordinary,dot,padded,scalar,1,2,ordinary/padded/scalar/x1/full_lut_global,full_lut_global,0.071133512126607915,1
lns10_r4,fp32,ordinary,dot,padded,scalar,1,3,ordinary/padded/scalar/x1/reference_exp2,reference_exp2,0.084719726594827932,1
lns10_r4,fp32,ordinary,dot,padded,scalar,1,4,ordinary/padded/scalar/x1/ex2_approx,ex2_approx,0.085138265603052682,0
lns10_r4,fp32,ordinary,dot,padded,scalar,1,5,ordinary/padded/scalar/x1/fraction_lut_shared,fraction_lut_shared,0.11059270964728461,0
lns10_r4,fp32,ordinary,dot,padded,scalar,1,6,ordinary/padded/scalar/x1/fraction_lut_global,fraction_lut_global,0.12926410245187531,0
lns10_r4,fp32,ordinary,dot,padded,scalar,1,7,ordinary/padded/scalar/x1/fraction_lut_warp,fraction_lut_warp,0.14505096844264437,0
lns10_r4,fp32,ordinary,dot,padded,thread_packet,2,1,ordinary/padded/thread_packet/x2/full_lut_global,full_lut_global,0.043095580318517852,1
lns10_r4,fp32,ordinary,dot,padded,thread_packet,2,2,ordinary/padded/thread_packet/x2/full_lut_shared,full_lut_shared,0.046320512683400303,1
lns10_r4,fp32,ordinary,dot,padded,thread_packet,2,3,ordinary/padded/thread_packet/x2/ex2_approx,ex2_approx,0.065307530536081848,0
lns10_r4,fp32,ordinary,dot,padded,thread_packet,2,4,ordinary/padded/thread_packet/x2/fraction_lut_shared,fraction_lut_shared,0.10494638503865994,0
lns10_r4,fp32,ordinary,dot,padded,thread_packet,2,5,ordinary/padded/thread_packet/x2/fraction_lut_global,fraction_lut_global,0.12671466362782013,0
lns10_r4,fp32,ordinary,dot,padded,thread_packet,2,6,ordinary/padded/thread_packet/x2/fraction_lut_warp,fraction_lut_warp,0.14067155122756958,0
lns10_r4,fp32,ordinary,dot,padded,thread_packet,4,1,ordinary/padded/thread_packet/x4/full_lut_global,full_lut_global,0.030076133867673042,1
lns10_r4,fp32,ordinary,dot,padded,thread_packet,4,2,ordinary/padded/thread_packet/x4/full_lut_shared,full_lut_shared,0.03343609941794802,1
lns10_r4,fp32,ordinary,dot,padded,thread_packet,4,3,ordinary/padded/thread_packet/x4/ex2_approx,ex2_approx,0.054452267115845304,0
lns10_r4,fp32,ordinary,dot,padded,thread_packet,4,4,ordinary/padded/thread_packet/x4/fraction_lut_shared,fraction_lut_shared,0.098116398418650913,0
lns10_r4,fp32,ordinary,dot,padded,thread_packet,4,5,ordinary/padded/thread_packet/x4/fraction_lut_global,fraction_lut_global,0.11832076027279809,0
lns10_r4,fp32,ordinary,dot,padded,thread_packet,4,6,ordinary/padded/thread_packet/x4/fraction_lut_warp,fraction_lut_warp,0.13326140996572133,0
lns10_r4,fp32,ordinary,dot,padded,thread_packet,8,1,ordinary/padded/thread_packet/x8/full_lut_global,full_lut_global,0.027821210447072843,1
lns10_r4,fp32,ordinary,dot,padded,thread_packet,8,2,ordinary/padded/thread_packet/x8/full_lut_shared,full_lut_shared,0.029877208885531754,1
lns10_r4,fp32,ordinary,dot,padded,thread_packet,8,3,ordinary/padded/thread_packet/x8/ex2_approx,ex2_approx,0.051540716070877873,0
lns10_r4,fp32,ordinary,dot,padded,thread_packet,8,4,ordinary/padded/thread_packet/x8/fraction_lut_shared,fraction_lut_shared,0.097519056469786397,0
lns10_r4,fp32,ordinary,dot,padded,thread_packet,8,5,ordinary/padded/thread_packet/x8/fraction_lut_global,fraction_lut_global,0.11534314704999862,0
lns10_r4,fp32,ordinary,dot,padded,thread_packet,8,6,ordinary/padded/thread_packet/x8/fraction_lut_warp,fraction_lut_warp,0.1298882184240982,0
lns10_r4,fp32,ordinary,gemv,dense,cooperative_shuffle,16,1,ordinary/dense/cooperative_shuffle/x16/full_lut_shared,full_lut_shared,0.051871963141398095,1
lns10_r4,fp32,ordinary,gemv,dense,cooperative_shuffle,16,2,ordinary/dense/cooperative_shuffle/x16/full_lut_global,full_lut_global,0.052212188616579877,1
lns10_r4,fp32,ordinary,gemv,dense,cooperative_shuffle,16,3,ordinary/dense/cooperative_shuffle/x16/ex2_approx,ex2_approx,0.074235460252472851,0
lns10_r4,fp32,ordinary,gemv,dense,cooperative_shuffle,16,4,ordinary/dense/cooperative_shuffle/x16/fraction_lut_shared,fraction_lut_shared,0.11420911966368209,0
lns10_r4,fp32,ordinary,gemv,dense,cooperative_shuffle,16,5,ordinary/dense/cooperative_shuffle/x16/fraction_lut_global,fraction_lut_global,0.13002063098706698,0
lns10_r4,fp32,ordinary,gemv,dense,cooperative_shuffle,16,6,ordinary/dense/cooperative_shuffle/x16/fraction_lut_warp,fraction_lut_warp,0.14251794815063476,0
lns10_r4,fp32,ordinary,gemv,dense,scalar,1,1,ordinary/dense/scalar/x1/full_lut_shared,full_lut_shared,0.04311621294560538,1
lns10_r4,fp32,ordinary,gemv,dense,scalar,1,2,ordinary/dense/scalar/x1/full_lut_global,full_lut_global,0.044728870514607513,1
lns10_r4,fp32,ordinary,gemv,dense,scalar,1,3,ordinary/dense/scalar/x1/ex2_approx,ex2_approx,0.067262580632437674,0
lns10_r4,fp32,ordinary,gemv,dense,scalar,1,4,ordinary/dense/scalar/x1/reference_exp2,reference_exp2,0.067275228611047594,1
lns10_r4,fp32,ordinary,gemv,dense,scalar,1,5,ordinary/dense/scalar/x1/fraction_lut_shared,fraction_lut_shared,0.10686886828878651,0
lns10_r4,fp32,ordinary,gemv,dense,scalar,1,6,ordinary/dense/scalar/x1/fraction_lut_global,fraction_lut_global,0.12349720001220704,0
lns10_r4,fp32,ordinary,gemv,dense,scalar,1,7,ordinary/dense/scalar/x1/fraction_lut_warp,fraction_lut_warp,0.13809555768966675,0
lns10_r4,fp32,ordinary,gemv,dense,thread_packet,2,1,ordinary/dense/thread_packet/x2/full_lut_global,full_lut_global,0.039711356914343951,1
lns10_r4,fp32,ordinary,gemv,dense,thread_packet,2,2,ordinary/dense/thread_packet/x2/full_lut_shared,full_lut_shared,0.040326196782679603,1
lns10_r4,fp32,ordinary,gemv,dense,thread_packet,2,3,ordinary/dense/thread_packet/x2/ex2_approx,ex2_approx,0.064196728530683006,0
lns10_r4,fp32,ordinary,gemv,dense,thread_packet,2,4,ordinary/dense/thread_packet/x2/fraction_lut_shared,fraction_lut_shared,0.10444357040080618,0
lns10_r4,fp32,ordinary,gemv,dense,thread_packet,2,5,ordinary/dense/thread_packet/x2/fraction_lut_global,fraction_lut_global,0.12207414464252751,0
lns10_r4,fp32,ordinary,gemv,dense,thread_packet,2,6,ordinary/dense/thread_packet/x2/fraction_lut_warp,fraction_lut_warp,0.13515458880244074,0
lns10_r4,fp32,ordinary,gemv,dense,thread_packet,4,1,ordinary/dense/thread_packet/x4/full_lut_shared,full_lut_shared,0.039540705560636116,1
lns10_r4,fp32,ordinary,gemv,dense,thread_packet,4,2,ordinary/dense/thread_packet/x4/full_lut_global,full_lut_global,0.039829955568274206,1
lns10_r4,fp32,ordinary,gemv,dense,thread_packet,4,3,ordinary/dense/thread_packet/x4/ex2_approx,ex2_approx,0.061648487554810734,0
lns10_r4,fp32,ordinary,gemv,dense,thread_packet,4,4,ordinary/dense/thread_packet/x4/fraction_lut_shared,fraction_lut_shared,0.10212266941865286,0
lns10_r4,fp32,ordinary,gemv,dense,thread_packet,4,5,ordinary/dense/thread_packet/x4/fraction_lut_global,fraction_lut_global,0.11942438962982921,0
lns10_r4,fp32,ordinary,gemv,dense,thread_packet,4,6,ordinary/dense/thread_packet/x4/fraction_lut_warp,fraction_lut_warp,0.13339156717867465,0
lns10_r4,fp32,ordinary,gemv,dense,thread_packet,8,1,ordinary/dense/thread_packet/x8/full_lut_shared,full_lut_shared,0.038538699606887432,1
lns10_r4,fp32,ordinary,gemv,dense,thread_packet,8,2,ordinary/dense/thread_packet/x8/full_lut_global,full_lut_global,0.039351190240007022,1
lns10_r4,fp32,ordinary,gemv,dense,thread_packet,8,3,ordinary/dense/thread_packet/x8/ex2_approx,ex2_approx,0.061592192589482175,0
lns10_r4,fp32,ordinary,gemv,dense,thread_packet,8,4,ordinary/dense/thread_packet/x8/fraction_lut_shared,fraction_lut_shared,0.10138299564520517,0
lns10_r4,fp32,ordinary,gemv,dense,thread_packet,8,5,ordinary/dense/thread_packet/x8/fraction_lut_global,fraction_lut_global,0.11970614223945432,0
lns10_r4,fp32,ordinary,gemv,dense,thread_packet,8,6,ordinary/dense/thread_packet/x8/fraction_lut_warp,fraction_lut_warp,0.13283632252667402,0
lns10_r4,fp32,ordinary,gemv,padded,scalar,1,1,ordinary/padded/scalar/x1/full_lut_shared,full_lut_shared,0.028549183508499214,1
lns10_r4,fp32,ordinary,gemv,padded,scalar,1,2,ordinary/padded/scalar/x1/full_lut_global,full_lut_global,0.028771046972091645,1
lns10_r4,fp32,ordinary,gemv,padded,scalar,1,3,ordinary/padded/scalar/x1/ex2_approx,ex2_approx,0.05357732682657719,0
lns10_r4,fp32,ordinary,gemv,padded,scalar,1,4,ordinary/padded/scalar/x1/reference_exp2,reference_exp2,0.053586119583548551,1
lns10_r4,fp32,ordinary,gemv,padded,scalar,1,5,ordinary/padded/scalar/x1/fraction_lut_shared,fraction_lut_shared,0.092825166180602506,0
lns10_r4,fp32,ordinary,gemv,padded,scalar,1,6,ordinary/padded/scalar/x1/fraction_lut_global,fraction_lut_global,0.1089832547782124,0
lns10_r4,fp32,ordinary,gemv,padded,scalar,1,7,ordinary/padded/scalar/x1/fraction_lut_warp,fraction_lut_warp,0.12441343298325172,0
lns10_r4,fp32,ordinary,gemv,padded,thread_packet,2,1,ordinary/padded/thread_packet/x2/full_lut_global,full_lut_global,0.024296862398130115,1
lns10_r4,fp32,ordinary,gemv,padded,thread_packet,2,2,ordinary/padded/thread_packet/x2/full_lut_shared,full_lut_shared,0.024833247830537586,1
lns10_r4,fp32,ordinary,gemv,padded,thread_packet,2,3,ordinary/padded/thread_packet/x2/ex2_approx,ex2_approx,0.047350668718319125,0
lns10_r4,fp32,ordinary,gemv,padded,thread_packet,2,4,ordinary/padded/thread_packet/x2/fraction_lut_shared,fraction_lut_shared,0.086782032983344887,0
lns10_r4,fp32,ordinary,gemv,padded,thread_packet,2,5,ordinary/padded/thread_packet/x2/fraction_lut_global,fraction_lut_global,0.10420970206565044,0
lns10_r4,fp32,ordinary,gemv,padded,thread_packet,2,6,ordinary/padded/thread_packet/x2/fraction_lut_warp,fraction_lut_warp,0.11771885553995767,0
lns10_r4,fp32,ordinary,gemv,padded,thread_packet,4,1,ordinary/padded/thread_packet/x4/full_lut_global,full_lut_global,0.020209431696133456,1
lns10_r4,fp32,ordinary,gemv,padded,thread_packet,4,2,ordinary/padded/thread_packet/x4/full_lut_shared,full_lut_shared,0.021804315511234382,1
lns10_r4,fp32,ordinary,gemv,padded,thread_packet,4,3,ordinary/padded/thread_packet/x4/ex2_approx,ex2_approx,0.043483889431034754,0
lns10_r4,fp32,ordinary,gemv,padded,thread_packet,4,4,ordinary/padded/thread_packet/x4/fraction_lut_shared,fraction_lut_shared,0.08361268210731565,0
lns10_r4,fp32,ordinary,gemv,padded,thread_packet,4,5,ordinary/padded/thread_packet/x4/fraction_lut_global,fraction_lut_global,0.100932325737006,0
lns10_r4,fp32,ordinary,gemv,padded,thread_packet,4,6,ordinary/padded/thread_packet/x4/fraction_lut_warp,fraction_lut_warp,0.11479665512262388,0
